intervention_id;client_id;type_intervention;date_intervention;duree_heures;statut;technicien_id;commune;cout_intervention_eur;satisfaction_intervention
INT-011062;CLI-094253;Relève compteur;2023-03-14;0.8;Terminée;TECH-035;Poitiers;570.79;7.8
INT-011063;CLI-097048;Mise en service;2024-04-04;0.37;Terminée;TECH-015;Poitiers;428.69;9.2
INT-011064;CLI-099455;Rétablissement;2024-01-23;1.2;Terminée;TECH-033;Mignaloux-Beauvoir;578.66;6.1
INT-011065;CLI-089471;Mise en service;2022-04-29;1.08;Planifiée;TECH-021;Poitiers;477.08;8.7
INT-011066;CLI-089484;Contrôle technique;2024-08-28;0.47;Terminée;TECH-011;Poitiers;473.05;5.5
INT-011067;CLI-088792;Mise en service;2023-10-13;0.44;Terminée;TECH-017;Poitiers;144.86;5.4
INT-011068;CLI-089079;Contrôle technique;2024-03-12;0.83;Terminée;TECH-034;Saint-Benoît;395.8;4.7
INT-011069;CLI-087466;Coupure impayé;2023-02-04;0.57;Terminée;TECH-021;Civray;706.28;5.1
INT-011070;CLI-099774;Mise en service;2025-03-18;0.43;Terminée;TECH-019;Poitiers;603.45;8.3
INT-011071;CLI-095870;Raccordement neuf;2022-03-04;4.27;Terminée;TECH-007;Poitiers;667.08;4.5
INT-011072;CLI-093822;Mise en service;2022-12-29;0.35;Terminée;TECH-033;Poitiers;399.87;4.6
INT-011073;CLI-092761;Contrôle technique;2024-03-19;2.14;Terminée;TECH-019;Poitiers;481.77;9.0
INT-011074;CLI-087052;Mise en service;2022-01-08;0.81;Planifiée;TECH-023;Buxerolles;529.56;8.2
INT-011075;CLI-098812;Dépannage réseau;2024-10-16;4.7;Terminée;TECH-023;Montmorillon;342.09;8.6
INT-011076;CLI-096306;Coupure impayé;2022-10-09;2.02;Terminée;TECH-026;Poitiers;79.55;5.7
INT-011077;CLI-094712;Mise en service;2022-02-07;1.28;Terminée;TECH-015;Poitiers;321.49;8.3
INT-011078;CLI-093495;Mise en service;2023-02-11;0.89;Terminée;TECH-001;Poitiers;184.5;10.0
INT-011079;CLI-087989;Mise en service;2022-08-15;0.74;Annulée;TECH-002;Poitiers;380.84;6.5
INT-011080;CLI-096405;Mise en service;2024-06-08;0.53;Terminée;TECH-001;Vivonne;592.27;8.0
INT-011081;CLI-087079;Relève compteur;2023-08-28;0.46;Terminée;TECH-017;Poitiers;75.82;6.1
INT-011082;CLI-096721;Changement compteur;2023-01-02;0.63;Planifiée;TECH-013;Migné-Auxances;292.24;9.8
INT-011083;CLI-092394;Dépannage réseau;2023-09-17;2.89;Terminée;TECH-001;Poitiers;305.2;8.7
INT-011084;CLI-089828;Relève compteur;2023-12-18;0.88;Terminée;TECH-028;Poitiers;657.8;6.7
INT-011085;CLI-092290;Maintenance préventive;2024-01-21;0.63;Planifiée;TECH-029;Poitiers;372.49;5.1
INT-011086;CLI-094967;Dépannage réseau;2023-07-30;5.42;Terminée;TECH-039;Lusignan;480.09;6.4
INT-011087;CLI-094132;Mise en service;2023-11-26;1.29;Terminée;TECH-011;Poitiers;470.05;10.0
INT-011088;CLI-090618;Dépannage réseau;2023-06-08;2.24;En cours;TECH-033;Buxerolles;528.17;7.3
INT-011089;CLI-096714;Rétablissement;2023-04-12;0.46;Terminée;TECH-007;Migné-Auxances;710.44;5.7
INT-011090;CLI-092128;Mise en service;2024-09-15;0.62;Annulée;TECH-020;Buxerolles;798.22;9.6
INT-011091;CLI-089835;Mise en service;2023-03-25;0.3;Terminée;TECH-036;Poitiers;381.51;10.0
INT-011092;CLI-096458;Relève compteur;2023-09-25;0.72;Terminée;TECH-002;Loudun;378.22;10.0
INT-011093;CLI-093671;Relève compteur;2022-07-15;1.42;Terminée;TECH-002;Châtellerault;539.28;9.0
INT-011094;CLI-088850;Dépannage réseau;2023-11-27;2.52;Terminée;TECH-011;Migné-Auxances;62.81;6.8
INT-011095;CLI-096929;Contrôle technique;2024-07-10;0.6;Planifiée;TECH-027;Neuville-de-Poitou;212.7;8.1
INT-011096;CLI-086980;Contrôle technique;2023-07-03;2.82;Terminée;TECH-039;Poitiers;58.2;5.7
INT-011097;CLI-096455;Dépannage réseau;2024-02-11;5.53;Terminée;TECH-013;Jaunay-Marigny;395.37;7.7
INT-011098;CLI-093735;Mise en service;2023-09-25;0.31;Terminée;TECH-016;Poitiers;325.94;7.9
INT-011099;CLI-089581;Modification puissance;2023-05-02;0.83;Terminée;TECH-015;Poitiers;728.5;7.3
INT-011100;CLI-095024;Raccordement neuf;2022-09-08;1.89;En cours;TECH-016;Lusignan;73.2;4.8
INT-011101;CLI-095100;Contrôle technique;2024-02-06;1.86;Terminée;TECH-024;Châtellerault;315.76;7.3
INT-011102;CLI-095342;Mise en service;2023-08-12;0.73;Terminée;TECH-043;Poitiers;279.8;8.3
INT-011103;CLI-092985;Relève compteur;2024-11-24;1.32;Terminée;TECH-036;Poitiers;32.64;5.2
INT-011104;CLI-094169;Mise en service;2023-10-05;0.84;Terminée;TECH-032;Poitiers;315.44;7.5
INT-011105;CLI-095794;Coupure impayé;2022-09-07;1.24;Terminée;TECH-025;Poitiers;551.44;7.6
INT-011106;CLI-095590;Raccordement neuf;2023-02-28;1.85;Terminée;TECH-028;Saint-Benoît;660.07;6.0
INT-011107;CLI-091077;Mise en service;2023-12-22;0.7;Terminée;TECH-043;Jaunay-Marigny;107.82;8.5
INT-011108;CLI-097286;Relève compteur;2024-10-15;1.18;Terminée;TECH-028;Poitiers;61.29;8.5
INT-011109;CLI-088798;Relève compteur;2025-01-21;1.17;Terminée;TECH-039;Migné-Auxances;676.4;6.7
INT-011110;CLI-087885;Rétablissement;2024-07-03;1.26;Terminée;TECH-022;Poitiers;71.63;7.9
INT-011111;CLI-097138;Relève compteur;2022-04-18;1.02;Terminée;TECH-022;Montmorillon;516.94;4.9
INT-011112;CLI-090142;Maintenance préventive;2022-03-01;1.21;Terminée;TECH-042;Poitiers;763.74;10.0
INT-011113;CLI-086803;Changement compteur;2022-06-12;1.51;Terminée;TECH-030;Poitiers;699.94;4.0
INT-011114;CLI-091744;Contrôle technique;2022-06-28;1.31;Planifiée;TECH-037;Saint-Benoît;644.99;7.3
INT-011115;CLI-093324;Contrôle technique;2023-08-10;1.43;En cours;TECH-003;Poitiers;491.48;7.3
INT-011116;CLI-086122;Dépannage réseau;2022-05-17;3.43;Terminée;TECH-013;Poitiers;175.87;9.1
INT-011117;CLI-094207;Maintenance préventive;2024-07-08;2.22;Planifiée;TECH-009;Montmorillon;40.75;9.6
INT-011118;CLI-094849;Relève compteur;2025-02-27;1.47;Terminée;TECH-028;Loudun;298.6;10.0
INT-011119;CLI-088727;Mise en service;2024-08-14;0.86;Planifiée;TECH-038;Poitiers;193.34;8.3
INT-011120;CLI-094303;Mise en service;2023-03-27;0.88;Terminée;TECH-035;Poitiers;555.33;6.5
INT-011121;CLI-100557;Mise en service;2022-07-28;0.49;Terminée;TECH-038;Poitiers;427.06;7.1
INT-011122;CLI-087400;Dépannage réseau;2025-04-10;4.29;Terminée;TECH-044;Poitiers;51.54;10.0
INT-011123;CLI-090355;Dépannage réseau;2024-02-22;4.34;Terminée;TECH-005;Poitiers;612.65;7.9
INT-011124;CLI-095549;Relève compteur;2022-11-09;0.51;Terminée;TECH-044;Poitiers;166.62;10.0
INT-011125;CLI-095976;Changement compteur;2024-06-16;1.95;Terminée;TECH-021;Poitiers;550.74;6.3
INT-011126;CLI-094841;Rétablissement;2022-03-01;1.13;Terminée;TECH-042;Châtellerault;610.39;6.4
INT-011127;CLI-099827;Dépannage réseau;2023-08-24;2.97;Terminée;TECH-034;Poitiers;467.72;6.9
INT-011128;CLI-094998;Changement compteur;2022-02-27;0.92;Terminée;TECH-024;Poitiers;636.89;8.2
INT-011129;CLI-094321;Coupure impayé;2022-05-11;2.31;Terminée;TECH-010;Jaunay-Marigny;347.72;9.8
INT-011130;CLI-089508;Dépannage réseau;2023-03-24;1.04;Terminée;TECH-012;Chauvigny;395.88;6.0
INT-011131;CLI-097930;Maintenance préventive;2024-02-04;1.54;Terminée;TECH-005;Chauvigny;448.96;6.2
INT-011132;CLI-099685;Relève compteur;2022-07-01;1.22;Planifiée;TECH-012;Poitiers;692.59;6.8
INT-011133;CLI-095577;Relève compteur;2024-11-04;1.23;Terminée;TECH-015;Buxerolles;443.43;8.7
INT-011134;CLI-090728;Relève compteur;2024-11-03;0.9;Terminée;TECH-039;Vivonne;343.15;6.7
INT-011135;CLI-098880;Changement compteur;2022-09-02;1.44;En cours;TECH-034;Châtellerault;730.28;5.4
INT-011136;CLI-093253;Relève compteur;2024-04-17;1.28;Terminée;TECH-028;Poitiers;572.76;3.9
INT-011137;CLI-092784;Changement compteur;2024-02-09;1.21;Terminée;TECH-024;Poitiers;560.01;7.6
INT-011138;CLI-092408;Rétablissement;2025-03-08;1.56;Planifiée;TECH-024;Jaunay-Marigny;161.51;8.0
INT-011139;CLI-100945;Mise en service;2025-03-28;0.35;Terminée;TECH-009;Poitiers;237.06;4.8
INT-011140;CLI-090709;Raccordement neuf;2022-04-12;4.74;Terminée;TECH-025;Buxerolles;406.13;5.5
INT-011141;CLI-100496;Relève compteur;2023-10-11;0.65;Terminée;TECH-013;Chasseneuil-du-Poitou;159.97;6.3
INT-011142;CLI-100343;Changement compteur;2023-10-02;1.77;Terminée;TECH-018;Poitiers;651.2;6.9
INT-011143;CLI-096466;Raccordement neuf;2022-03-02;3.53;Terminée;TECH-009;Buxerolles;574.18;8.6
INT-011144;CLI-095415;Changement compteur;2023-07-12;1.07;Terminée;TECH-040;Poitiers;313.56;9.5
INT-011145;CLI-096261;Coupure impayé;2025-04-21;2.9;Terminée;TECH-036;Migné-Auxances;531.73;10.0
INT-011146;CLI-095747;Changement compteur;2024-09-12;1.9;Terminée;TECH-026;Loudun;402.7;3.2
INT-011147;CLI-100988;Raccordement neuf;2022-04-18;2.06;Terminée;TECH-044;Poitiers;519.21;8.0
INT-011148;CLI-091755;Raccordement neuf;2023-08-24;2.81;Terminée;TECH-020;Poitiers;286.77;9.0
INT-011149;CLI-086126;Relève compteur;2025-05-13;1.26;Terminée;TECH-008;Poitiers;505.27;6.9
INT-011150;CLI-093775;Modification puissance;2024-03-12;0.82;Planifiée;TECH-036;Poitiers;67.37;6.5
INT-011151;CLI-095544;Dépannage réseau;2024-01-13;2.55;Terminée;TECH-015;Poitiers;319.6;8.0
INT-011152;CLI-086359;Mise en service;2024-11-17;0.36;Terminée;TECH-044;Chasseneuil-du-Poitou;426.37;2.0
INT-011153;CLI-091918;Relève compteur;2024-05-17;1.33;Terminée;TECH-026;Châtellerault;670.75;8.6
INT-011154;CLI-097927;Changement compteur;2022-09-25;1.12;Terminée;TECH-030;Poitiers;383.56;3.2
INT-011155;CLI-100893;Relève compteur;2022-11-15;0.31;Terminée;TECH-011;Poitiers;503.92;8.1
INT-011156;CLI-088892;Dépannage réseau;2024-12-19;5.49;Terminée;TECH-031;Poitiers;199.93;7.0
INT-011157;CLI-096198;Dépannage réseau;2024-06-14;4.81;Terminée;TECH-028;Poitiers;265.95;7.1
INT-011158;CLI-100055;Contrôle technique;2023-05-15;0.36;Terminée;TECH-024;Buxerolles;95.84;5.6
INT-011159;CLI-088550;Mise en service;2024-04-26;0.69;En cours;TECH-029;Chauvigny;265.52;8.6
INT-011160;CLI-098138;Changement compteur;2023-03-01;0.74;Terminée;TECH-017;Lusignan;340.75;6.4
INT-011161;CLI-088343;Changement compteur;2025-03-04;1.36;Planifiée;TECH-028;Poitiers;257.6;8.5
INT-011162;CLI-087461;Coupure impayé;2024-10-18;1.93;Terminée;TECH-012;Poitiers;520.98;5.6
INT-011163;CLI-087166;Contrôle technique;2022-11-08;2.53;Terminée;TECH-012;Poitiers;198.95;9.3
INT-011164;CLI-098536;Relève compteur;2024-09-17;1.24;Planifiée;TECH-005;Chasseneuil-du-Poitou;60.06;5.5
INT-011165;CLI-096635;Mise en service;2022-10-01;0.34;Terminée;TECH-026;Poitiers;406.16;6.2
INT-011166;CLI-100987;Relève compteur;2024-12-22;0.71;Terminée;TECH-027;Poitiers;331.37;8.2
INT-011167;CLI-089573;Mise en service;2023-04-15;1.45;Terminée;TECH-030;Migné-Auxances;749.4;7.5
INT-011168;CLI-100846;Contrôle technique;2022-04-01;1.61;Terminée;TECH-043;Neuville-de-Poitou;213.98;7.5
INT-011169;CLI-096573;Changement compteur;2023-01-05;1.41;Terminée;TECH-034;Poitiers;795.46;5.6
INT-011170;CLI-086145;Mise en service;2022-02-13;0.39;Terminée;TECH-001;Loudun;443.13;10.0
INT-011171;CLI-092258;Coupure impayé;2023-07-15;0.44;Terminée;TECH-027;Poitiers;575.58;8.6
INT-011172;CLI-094644;Mise en service;2022-11-29;0.38;Terminée;TECH-042;Châtellerault;501.86;8.0
INT-011173;CLI-100518;Raccordement neuf;2024-11-24;2.34;En cours;TECH-036;Châtellerault;605.59;9.6
INT-011174;CLI-096825;Contrôle technique;2024-11-02;0.98;Terminée;TECH-017;Poitiers;776.08;10.0
INT-011175;CLI-095601;Mise en service;2024-01-18;1.18;Terminée;TECH-024;Châtellerault;234.81;9.8
INT-011176;CLI-099563;Rétablissement;2023-07-31;1.64;Terminée;TECH-023;Châtellerault;325.32;7.1
INT-011177;CLI-096582;Relève compteur;2024-04-16;0.71;En cours;TECH-026;Poitiers;212.51;7.2
INT-011178;CLI-093168;Dépannage réseau;2024-12-16;3.4;Terminée;TECH-013;Châtellerault;485.04;7.0
INT-011179;CLI-092625;Modification puissance;2023-03-08;1.29;Planifiée;TECH-021;Poitiers;345.66;8.3
INT-011180;CLI-098185;Contrôle technique;2023-03-29;2.35;Terminée;TECH-007;Jaunay-Marigny;494.53;7.9
INT-011181;CLI-096370;Relève compteur;2025-05-06;1.28;Terminée;TECH-043;Poitiers;278.2;8.9
INT-011182;CLI-088325;Maintenance préventive;2022-07-04;2.71;Terminée;TECH-024;Poitiers;217.23;6.7
INT-011183;CLI-094546;Contrôle technique;2023-04-01;2.04;Planifiée;TECH-009;Châtellerault;62.07;5.6
INT-011184;CLI-100450;Relève compteur;2025-03-14;1.43;Terminée;TECH-043;Poitiers;539.73;6.7
INT-011185;CLI-092097;Dépannage réseau;2023-10-25;3.75;Planifiée;TECH-041;Loudun;196.23;5.1
INT-011186;CLI-091617;Rétablissement;2024-03-05;2.3;En cours;TECH-013;Chasseneuil-du-Poitou;446.4;9.3
INT-011187;CLI-086774;Mise en service;2024-10-25;0.93;Terminée;TECH-018;Poitiers;230.74;8.5
INT-011188;CLI-099058;Changement compteur;2022-11-23;1.47;Terminée;TECH-010;Poitiers;503.93;7.0
INT-011189;CLI-098252;Coupure impayé;2023-05-21;0.38;Terminée;TECH-022;Migné-Auxances;205.6;6.9
INT-011190;CLI-100714;Dépannage réseau;2023-10-06;2.73;Terminée;TECH-024;Jaunay-Marigny;666.75;10.0
INT-011191;CLI-089967;Modification puissance;2023-04-29;0.8;Terminée;TECH-004;Chasseneuil-du-Poitou;55.51;7.3
INT-011192;CLI-097191;Mise en service;2023-08-10;1.3;Terminée;TECH-012;Poitiers;445.02;8.2
INT-011193;CLI-096995;Relève compteur;2024-01-05;0.41;Terminée;TECH-019;Buxerolles;549.0;6.4
INT-011194;CLI-092792;Relève compteur;2024-10-26;0.64;Terminée;TECH-006;Migné-Auxances;735.31;8.8
INT-011195;CLI-094736;Dépannage réseau;2024-07-02;3.21;Terminée;TECH-003;Poitiers;486.63;6.7
INT-011196;CLI-098596;Modification puissance;2023-06-01;1.19;Terminée;TECH-024;Civray;96.89;10.0
INT-011197;CLI-100835;Relève compteur;2025-02-27;1.44;Terminée;TECH-032;Neuville-de-Poitou;256.81;5.2
INT-011198;CLI-088053;Coupure impayé;2023-08-07;0.31;Terminée;TECH-023;Saint-Benoît;438.88;6.2
INT-011199;CLI-086049;Relève compteur;2022-08-14;0.76;Terminée;TECH-039;Châtellerault;659.43;7.0
INT-011200;CLI-096142;Modification puissance;2022-10-06;1.17;Terminée;TECH-041;Châtellerault;178.02;10.0
INT-011201;CLI-098835;Relève compteur;2022-01-21;0.9;Terminée;TECH-011;Lusignan;470.53;7.8
INT-011202;CLI-092615;Coupure impayé;2024-01-26;2.76;Planifiée;TECH-043;Poitiers;47.4;6.3
INT-011203;CLI-099245;Dépannage réseau;2023-09-14;4.68;Terminée;TECH-016;Poitiers;458.5;6.4
INT-011204;CLI-087951;Coupure impayé;2023-07-21;1.84;Annulée;TECH-019;Poitiers;654.13;8.9
INT-011205;CLI-099691;Dépannage réseau;2023-03-09;5.33;Terminée;TECH-011;Châtellerault;708.13;7.8
INT-011206;CLI-088064;Changement compteur;2024-07-03;1.97;Terminée;TECH-017;Chauvigny;551.53;5.7
INT-011207;CLI-090786;Rétablissement;2023-08-08;0.71;Annulée;TECH-017;Poitiers;512.65;8.0
INT-011208;CLI-089906;Contrôle technique;2024-05-31;1.24;Planifiée;TECH-021;Poitiers;298.52;6.1
INT-011209;CLI-099819;Mise en service;2022-01-07;0.76;Terminée;TECH-024;Chasseneuil-du-Poitou;531.68;5.2
INT-011210;CLI-096830;Relève compteur;2023-03-11;1.32;Terminée;TECH-001;Poitiers;352.92;6.7
INT-011211;CLI-090080;Changement compteur;2025-03-27;1.3;En cours;TECH-030;Buxerolles;744.22;10.0
INT-011212;CLI-095316;Mise en service;2024-08-28;1.09;Terminée;TECH-010;Châtellerault;392.86;8.3
INT-011213;CLI-090192;Dépannage réseau;2022-06-23;3.94;Terminée;TECH-020;Montmorillon;275.27;8.6
INT-011214;CLI-093539;Contrôle technique;2023-07-16;2.57;Terminée;TECH-017;Loudun;496.25;10.0
INT-011215;CLI-086975;Mise en service;2022-06-11;0.46;Terminée;TECH-039;Poitiers;415.11;6.6
INT-011216;CLI-098828;Dépannage réseau;2023-10-02;3.05;Terminée;TECH-024;Poitiers;533.82;9.2
INT-011217;CLI-090297;Relève compteur;2024-02-23;0.97;Terminée;TECH-043;Neuville-de-Poitou;62.32;5.8
INT-011218;CLI-096735;Dépannage réseau;2024-04-18;4.64;Terminée;TECH-010;Poitiers;322.83;9.8
INT-011219;CLI-099080;Contrôle technique;2023-06-24;0.53;Terminée;TECH-011;Montmorillon;326.27;10.0
INT-011220;CLI-095706;Modification puissance;2025-04-16;0.59;Terminée;TECH-004;Poitiers;253.45;6.0
INT-011221;CLI-098523;Relève compteur;2023-02-11;0.56;Terminée;TECH-023;Poitiers;578.54;10.0
INT-011222;CLI-100927;Mise en service;2022-12-27;0.29;Terminée;TECH-039;Poitiers;630.13;8.7
INT-011223;CLI-095754;Dépannage réseau;2023-11-17;2.31;Terminée;TECH-025;Poitiers;481.09;8.8
INT-011224;CLI-092250;Modification puissance;2022-05-18;0.25;Terminée;TECH-015;Poitiers;510.44;4.4
INT-011225;CLI-093986;Changement compteur;2024-06-30;1.36;Terminée;TECH-021;Mignaloux-Beauvoir;382.4;5.1
INT-011226;CLI-100520;Relève compteur;2024-04-15;0.5;Terminée;TECH-018;Neuville-de-Poitou;276.07;4.7
INT-011227;CLI-088485;Dépannage réseau;2023-12-02;4.34;Terminée;TECH-027;Poitiers;504.59;4.8
INT-011228;CLI-100489;Dépannage réseau;2023-11-24;2.87;Terminée;TECH-013;Poitiers;67.74;3.9
INT-011229;CLI-092919;Coupure impayé;2022-10-22;0.31;Terminée;TECH-030;Loudun;528.78;10.0
INT-011230;CLI-097465;Raccordement neuf;2024-07-19;4.33;Terminée;TECH-010;Poitiers;244.8;4.2
INT-011231;CLI-088611;Changement compteur;2022-04-04;1.09;Terminée;TECH-004;Poitiers;186.22;8.0
INT-011232;CLI-086560;Contrôle technique;2022-09-29;0.44;Terminée;TECH-011;Vivonne;115.05;6.4
INT-011233;CLI-094849;Mise en service;2024-05-21;1.29;Planifiée;TECH-016;Poitiers;632.57;6.6
INT-011234;CLI-087028;Mise en service;2023-03-27;0.73;Planifiée;TECH-041;Poitiers;145.54;6.0
INT-011235;CLI-100750;Dépannage réseau;2024-03-13;1.84;Terminée;TECH-021;Buxerolles;252.33;10.0
INT-011236;CLI-092586;Mise en service;2024-01-27;0.32;Terminée;TECH-011;Poitiers;136.43;5.0
INT-011237;CLI-090324;Maintenance préventive;2024-12-11;1.54;Terminée;TECH-039;Poitiers;785.28;9.3
INT-011238;CLI-090866;Mise en service;2023-09-16;0.36;Terminée;TECH-028;Châtellerault;377.06;8.2
INT-011239;CLI-087643;Dépannage réseau;2022-01-03;1.74;Terminée;TECH-003;Poitiers;701.98;7.8
INT-011240;CLI-097768;Relève compteur;2025-01-26;1.11;Terminée;TECH-021;Poitiers;316.51;7.2
INT-011241;CLI-099878;Mise en service;2023-08-22;0.68;Terminée;TECH-015;Poitiers;384.92;8.2
INT-011242;CLI-095456;Mise en service;2022-07-05;0.37;Terminée;TECH-028;Poitiers;698.08;7.6
INT-011243;CLI-099570;Relève compteur;2022-02-10;0.27;Annulée;TECH-039;Civray;186.32;8.2
INT-011244;CLI-086568;Mise en service;2022-03-29;1.43;Terminée;TECH-018;Saint-Benoît;50.89;8.2
INT-011245;CLI-091499;Relève compteur;2023-10-10;1.38;En cours;TECH-010;Poitiers;415.99;7.0
INT-011246;CLI-099161;Contrôle technique;2022-01-04;0.81;Terminée;TECH-037;Poitiers;595.78;9.5
INT-011247;CLI-096097;Dépannage réseau;2025-04-02;2.01;Terminée;TECH-019;Châtellerault;716.73;5.4
INT-011248;CLI-093670;Modification puissance;2023-03-12;0.83;Terminée;TECH-042;Châtellerault;192.49;6.6
INT-011249;CLI-091212;Relève compteur;2022-02-26;0.78;Terminée;TECH-018;Poitiers;344.88;6.5
INT-011250;CLI-093623;Mise en service;2024-12-06;0.34;Terminée;TECH-027;Jaunay-Marigny;707.67;8.2
INT-011251;CLI-088736;Contrôle technique;2024-05-09;2.9;Terminée;TECH-043;Poitiers;149.09;7.0
INT-011252;CLI-095860;Mise en service;2022-11-20;1.29;Terminée;TECH-037;Montmorillon;455.42;7.7
INT-011253;CLI-094579;Changement compteur;2022-08-08;0.97;Terminée;TECH-035;Châtellerault;458.29;8.5
INT-011254;CLI-100157;Contrôle technique;2022-10-12;0.93;Terminée;TECH-013;Saint-Benoît;83.16;10.0
INT-011255;CLI-091559;Relève compteur;2025-03-02;0.68;Terminée;TECH-022;Châtellerault;715.7;7.2
INT-011256;CLI-093822;Relève compteur;2022-10-22;0.71;Terminée;TECH-020;Montmorillon;192.43;6.8
INT-011257;CLI-095576;Raccordement neuf;2025-05-20;2.41;Planifiée;TECH-037;Chauvigny;89.88;9.7
INT-011258;CLI-095814;Mise en service;2023-02-13;0.9;Terminée;TECH-038;Poitiers;193.05;7.4
INT-011259;CLI-098645;Changement compteur;2023-05-04;0.72;Terminée;TECH-001;Montmorillon;599.13;9.3
INT-011260;CLI-091645;Dépannage réseau;2022-06-24;5.76;Terminée;TECH-019;Poitiers;699.9;5.8
INT-011261;CLI-096420;Mise en service;2022-08-22;0.95;Terminée;TECH-028;Poitiers;377.45;4.8
INT-011262;CLI-091889;Contrôle technique;2023-04-21;0.72;Terminée;TECH-006;Saint-Benoît;96.56;5.9
INT-011263;CLI-093284;Relève compteur;2024-03-29;0.74;Annulée;TECH-001;Poitiers;153.76;7.0
INT-011264;CLI-091078;Raccordement neuf;2022-09-18;2.67;Terminée;TECH-044;Loudun;715.92;6.2
INT-011265;CLI-087382;Dépannage réseau;2023-08-17;5.07;Terminée;TECH-003;Migné-Auxances;751.11;5.5
INT-011266;CLI-096445;Coupure impayé;2022-01-23;2.84;Terminée;TECH-032;Poitiers;266.16;8.8
INT-011267;CLI-092996;Coupure impayé;2024-10-21;0.75;Terminée;TECH-032;Poitiers;194.29;9.7
INT-011268;CLI-094758;Modification puissance;2025-02-10;1.0;Terminée;TECH-028;Poitiers;260.36;7.2
INT-011269;CLI-098456;Relève compteur;2024-04-14;0.81;Terminée;TECH-042;Châtellerault;588.39;6.1
INT-011270;CLI-096722;Relève compteur;2023-04-13;0.44;Terminée;TECH-015;Poitiers;34.82;3.8
INT-011271;CLI-096458;Raccordement neuf;2022-12-02;5.38;Annulée;TECH-016;Châtellerault;430.49;7.7
INT-011272;CLI-089590;Relève compteur;2022-01-12;0.98;Terminée;TECH-025;Migné-Auxances;719.77;6.0
INT-011273;CLI-091089;Relève compteur;2024-03-14;0.95;Terminée;TECH-027;Poitiers;788.92;6.6
INT-011274;CLI-093500;Modification puissance;2022-11-17;1.33;Terminée;TECH-042;Poitiers;78.94;6.8
INT-011275;CLI-096043;Mise en service;2022-11-30;1.24;Terminée;TECH-029;Neuville-de-Poitou;61.62;6.2
INT-011276;CLI-097090;Mise en service;2024-01-10;0.58;Terminée;TECH-024;Chasseneuil-du-Poitou;518.05;5.7
INT-011277;CLI-098498;Dépannage réseau;2024-10-13;5.29;Terminée;TECH-025;Châtellerault;689.3;6.7
